title,url,ingredients,steps,uuid,categoria
Infusión de salvia y limón,https://www.recetasgratis.net/receta-de-infusion-de-salvia-y-limon-57428.html,"1 litro de Agua
10 hojas de Salvia
1 unidad de Limón
4 hojas de Laurel","1 Para poder elaborar la infusión de salvia, lo primero que debemos hacer es dejar listos todos los ingredientes. Esta receta está pensada para aquellas personas que quieran perder peso, pero si solo quieres elaborar una infusión para aliviar dolores musculares, por ejemplo, puedes optar por utilizar simplemente la salvia y eliminar el resto de ingredientes. 
2 Pon a hervir el litro de agua y, una vez alcanzado el punto de ebullición, añade las hojas de laurel, la salvia y el zumo del limón. Para mejorar el sabor de la infusión y potenciar sus efectos efectos digestivos, puedes incorporar una rama de canela. 
3 Deja hervir todo junto durante 15-20 minutos. Pasado este tiempo, retira la infusión de salvia del fuego y deja que repose durante 5 minutos aproximadamente. 
4 Cuela la infusión de salvia y limón y tómala fría o caliente, como más te guste. Si quieres endulzarla, te recomendamos que uses stevia si sigues una dieta para adelgazar o miel pura de abejas.",24d91bd4-5da0-44c4-a243-25a3c5c88bc6,bebida
Infusión de bayas goji,https://www.recetasgratis.net/receta-de-infusion-de-bayas-goji-57419.html,"1 cucharada postre de Bayas goji
3 cubiletes de Clavos de olor
1 puñado de Hojas de hierbaluisa
1 trozo de Cáscara de limón
1½ tazas de Agua (360 mililitros)","1 El primer paso para hacer esta bebida para adelgazar es reunir todos los ingredientes. Las bayas de goji están muy de moda así que las podrás conseguir en cualquier supermercado o tiene naturista. Las hojas de hierbaluisa son un extra que puedes reemplazar por cualquier otra hierba aromática de tu preferencia como romero o melisa. 
2 Como si se tratará de cualquier infusión natural, calienta el agua en una olla hasta que rompa un hervor. Si puedes utilizar agua destilada mucho mejor. 
3 Cuando el agua esté hirviendo, apaga la llama y añade todo los ingredientes en la olla. Tapa y deja reposar unos 10 minutos. De esta manera, la fruta liberará en el agua todo su sabor y sus propiedades. 
4 Pasado este tiempo ya podrás tomar la infusión de bayas goyi. Esta bebida no necesita ningún tipo de edulcorante pero si quieres, te recomendamos usar un poco de miel para endulzar. Y si quieres probar otro tipo de bebidas para adelgazar también el jugo de arándanos o el jugo natural para limpiar el colón.",785d4c62-cf2c-4a68-b541-0745c9976f73,bebida
Infusión de jengibre y limón,https://www.recetasgratis.net/receta-de-infusion-de-jengibre-y-limon-57413.html,"1 cucharada postre de Jengibre fresco rallado
2 cucharadas de postre de Zumo de limón
2 cucharadas de postre de Miel
500 mililitros de Agua","1 Reunimos todos los ingredientes para preparar la infusión de jengibre y limón. 
2 El primer paso para elaborar esta infusión de jengibre y limón es hervir el agua en una tetera o en una olla. 
3 Mientras tanto, pelamos y rallamos la raíz de jengibre. La cantidad que utilizaremos será una cucharada de postre de jengibre rallado. 
4 En una taza, añadimos el agua hirviendo y el jengibre. Dejamos reposar tapado durante 10 minutos. 
5 Pasado ese tiempo, colamos la infusión de jengibre y añadimos dos cucharaditas de zumo de limón. 
6 Para terminar, agregamos miel a la infusión de jengibre y limón. Podéis probar otras infusiones naturales como la infusión para adelgazar de sauco o el té de canela. ¡Buen provecho!",ac6773ba-3efc-4241-90c6-60aba7d24bab,bebida
Infusión para adelgazar de sauco,https://www.recetasgratis.net/receta-de-infusion-para-adelgazar-de-sauco-55062.html,"10 gramos de Flores de saúco
5 gramos de Hojas de abedul
5 gramos de Hojas de fresno secas
1½ litros de Agua","1 Hacer esta bebida diurética es muy fácil. Como en la preparación de cualquier infusión, lo único que tienes que hacer poner en un cazo el agua hasta que hierva y luego añadir todas las hierbas. 
2 Deja que hierba todo durante 15 minutos. Luego retira del fuego y deja reposar hasta que tome temperatura ambiente. Luego pasa por un colador y desecha todas las hierbas, cuela la infusión varias veces si es necesario. 
3 Se recomienda tomar una taza al día de esta infusión para adelgazar, preferiblemente por la tarde y sólo dos veces por semana, alternando los días. Si estás buscando perder peso estas recetas también te pueden interesar:Hamburguesa de atúnRisotto lightBrocoli gratinadoFajitas de pollo light 4 Esta infusión no es apta para mujeres embarazadas, debido al uso de flores de saúco y abedul. Igualmente, es importante no superar la dosis de 2 tazas semanales de la infusión diurética, recuerda que estas hierbas tienen otras propiedades medicinales que pueden ser contraproducente en exceso.",b213ad47-f0cf-45ba-a221-5346a97f2277,bebida
